"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-01","10.51",,"0.00","0.0","0.0",,"82","62","  210","  210","19.9","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-02","8.72",,"0.00","0.0","0.0",,"79","62","  190","  180","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-03","6.04",,"0.02","0.0","0.0",,"84","66","  190","  220","14.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-04","6.93",,"0.00","0.0","0.0",,"78","64","  140","  140","15.0","17.0","    1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-05","8.50",,"0.04","0.0","0.0",,"78","63","  170","  180","16.1","23.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-06","8.72",,"0.58","0.0","0.0",,"84","69","  330","  320","25.1","36.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-07","9.62",,"0.00","0.0","0.0",,"83","67","  340","  320","29.1","40.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-08","13.87",,"0.00","0.0","0.0",,"81","65","  270","  280","23.0","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-09","12.97",,"0.00","0.0","0.0",,"78","65","  350","  350","25.9","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-10","12.53",,"0.00","0.0","0.0",,"77","63","  240","  330","21.0","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-11","8.28",,"0.00","0.0","0.0",,"72","60","  360","  360","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-12","9.62",,"0.00","0.0","0.0",,"74","62","  210","  210","16.1","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-13","10.07",,"0.00","0.0","0.0",,"78","63","  190","  190","21.0","28.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-14","8.28",,"0.85","0.0","0.0",,"78","66","  340","  330","38.0","49.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-15","10.74",,"0.00","0.0","0.0",,"83","65","  360","  360","23.0","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-16","9.40",,"0.00","0.0","0.0",,"80","63","  150","  160","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-17","12.97",,"0.00","0.0","0.0",,"80","64","  180","  180","29.1","40.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-18","13.20",,"0.00","0.0","0.0",,"80","69","  190","  180","23.9","33.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-19","11.86",,"0.00","0.0","0.0",,"82","67","  180","  180","23.0","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-20","10.96",,"0.00","0.0","0.0",,"84","68","  190","  190","23.0","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-21","11.18",,"0.00","0.0","0.0",,"91","68","  190","  190","23.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-22","6.71",,"0.04","0.0","0.0",,"87","72","  220","  230","21.0","27.1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-23","12.53",,"0.00","0.0","0.0",,"85","70","  200","  200","28.0","36.9",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-24","18.57",,"0.00","0.0","0.0",,"85","69","  350","  350","35.1","50.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-25","13.87",,"0.00","0.0","0.0",,"91","71","  250","  320","21.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-26","11.86",,"0.26","0.0","0.0",,"84","68","  340","  340","29.1","42.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-27","12.08",,"0.57","0.0","0.0",,"87","70","  350","  360","23.0","34.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-28","9.40",,"0.00","0.0","0.0",,"80","63","  160","  170","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-29","13.65",,"0.02","0.0","0.0",,"80","64","  160","  180","25.1","33.1","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-06-30","10.07",,"0.57","0.0","0.0",,"83","70","  190","  190","23.9","31.1","    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-01","15.43",,"0.00","0.0","0.0",,"82","64","  360","  360","25.1","38.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-02","7.83",,"0.00","0.0","0.0",,"82","65","  360","  350","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-03","10.07",,"0.00","0.0","0.0",,"80","64","  180","  180","23.0","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-04","9.84",,"0.07","0.0","0.0",,"82","68","  170","  170","17.0","23.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-05","7.61",,"0.03","0.0","0.0",,"83","71","  200","  270","18.1","23.9","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-06","9.40",,"0.01","0.0","0.0",,"81","70","  190","  180","18.1","28.0","    1","    1","    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-07","5.82",,"0.00","0.0","0.0",,"87","73","   40","   40","16.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-08","5.82",,"0.00","0.0","0.0",,"88","72","  170","  190","12.1","12.1","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-09","9.62",,"0.00","0.0","0.0",,"82","72","  180","  170","23.9","30.0","    1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-10","18.12",,"0.00","0.0","0.0",,"84","74","  180","  170","33.1","46.1","    1","    1",,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-11","13.42",,"0.01","0.0","0.0",,"88","72","  190","  190","23.9","32.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-12","8.50",,"0.13","0.0","0.0",,"82","72","  180","  180","18.1","21.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-13","7.61",,"0.75","0.0","0.0",,"82","72","  190","  180","13.0","16.1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-14","7.61",,"0.00","0.0","0.0",,"86","75","  200","  200","14.1","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-15","9.40",,"0.30","0.0","0.0",,"84","72","  270","  280","28.0","33.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-16","9.40",,"0.00","0.0","0.0",,"89","78","  210","  220","35.1","42.1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-17","10.29",,"0.73","0.0","0.0",,"83","74","  340","  340","23.0","33.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-18","10.51",,"0.00","0.0","0.0",,"86","72","  350","  350","17.0","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-19","9.17",,"0.00","0.0","0.0",,"86","68","  360","  360","16.1","19.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-20","10.07",,"0.00","0.0","0.0",,"80","68","  190","  180","21.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-21","9.62",,"0.00","0.0","0.0",,"86","72","  190","  190","19.9","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-22","8.05",,"0.05","0.0","0.0",,"82","72","  160","  170","17.0","23.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-23","5.82",,"0.02","0.0","0.0",,"85","73","  170","  170","13.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-24","7.38",,"0.00","0.0","0.0",,"83","75","  190","  200","15.0","19.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-25","9.84",,"0.00","0.0","0.0",,"87","75","  330","  300","16.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-26","10.96",,"0.00","0.0","0.0",,"86","68","   10","   10","19.9","28.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-27","6.49",,"0.00","0.0","0.0",,"85","69","  200","  170","14.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-28","8.50",,"0.00","0.0","0.0",,"89","71","  130","   60","16.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-29","12.97",,"0.05","0.0","0.0",,"85","68","  190","  180","23.0","31.1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-30","16.11",,"0.00","0.0","0.0",,"84","72","  180","  180","30.0","40.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-07-31","11.86",,"0.00","0.0","0.0",,"91","75","  180","  170","21.9","29.1",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-01","9.17",,"0.00","0.0","0.0",,"93","75","  190","  200","19.9","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-02","9.40",,"0.18","0.0","0.0",,"91","75","  260","  250","25.1","33.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-03","10.74",,"1.28","0.0","0.0",,"88","74","  180","  190","23.9","34.0","    1",,"    1",,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-04","10.07",,"0.18","0.0","0.0",,"81","72","  290","  300","18.1","28.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-05","8.95",,"0.00","0.0","0.0",,"89","72","  180","  180","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-06","9.17",,"0.83","0.0","0.0",,"87","72","  200","  180","17.0","23.9","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-07","10.51",,"0.06","0.0","0.0",,"73","66","   60","   40","16.1","21.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-08","12.08",,"0.28","0.0","0.0",,"74","66","  100","   90","19.9","28.0","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-09","19.69",,"0.26","0.0","0.0",,"83","73","  190","  180","32.0","46.1","    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-10","12.08",,"0.00","0.0","0.0",,"87","74","  250","  240","18.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-11","8.72",,"0.00","0.0","0.0",,"82","73","  240","  330","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-12","9.17",,"0.01","0.0","0.0",,"83","64","  240","  200","21.0","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-13","8.28",,"0.00","0.0","0.0",,"84","65","  350","  310","16.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-14","7.61",,"0.00","0.0","0.0",,"88","68","   20","   20","19.9","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-15","8.50",,"0.00","0.0","0.0",,"88","69","  200","  260","14.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-16","7.61",,"0.00","0.0","0.0",,"86","72","  130","  130","14.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-17","9.62",,"0.05","0.0","0.0",,"80","70","  140","  140","18.1","23.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-18","11.86",,"0.61","0.0","0.0",,"81","71","  160","  170","21.9","31.1","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-19","9.62",,"0.31","0.0","0.0",,"86","70","  290","  250","21.9","30.0","    1",,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-20","12.97",,"0.00","0.0","0.0",,"76","63","  330","  290","21.0","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-21","12.53",,"0.00","0.0","0.0",,"77","58","  310","  260","21.9","31.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-22","9.40",,"0.00","0.0","0.0",,"80","61","  240","  210","17.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-23","8.05",,"0.00","0.0","0.0",,"83","60","  190","  250","17.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-24","8.05",,"0.00","0.0","0.0",,"84","64","  200","  200","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-25","9.84",,"0.00","0.0","0.0",,"83","67","  180","  190","17.0","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-26","8.05",,"0.03","0.0","0.0",,"82","66","  130","  190","14.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-27","7.61",,"0.00","0.0","0.0",,"84","67","  180","  160","13.0","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-28","9.40",,"0.00","0.0","0.0",,"95","72","  260","  260","17.0","23.0",,,"    1",,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-29","11.18",,"0.00","0.0","0.0",,"82","70","  120","  100","17.0","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-30","10.51",,"0.28","0.0","0.0",,"76","62","  110","  110","16.1","21.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-08-31","7.83"," 1229","0.00","0.0","0.0",,"80","69","  160","  150","13.0","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-01","8.28",,"0.00","0.0","0.0",,"82","73","  240","  240","11.0","13.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-02","14.76",,"0.00","0.0","0.0",,"83","64","  350","  320","23.0","36.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-03","7.38",,"0.00","0.0","0.0",,"76","57","  360","  360","21.0","29.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-04","5.37",,"0.00","0.0","0.0",,"77","57","  180","  150","16.1","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-05","7.61",,"0.00","0.0","0.0",,"78","57","  120","  100","17.0","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-06","7.83",,"0.00","0.0","0.0",,"79","63","  100","  100","14.1","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-07","10.07",,"0.18","0.0","0.0",,"75","60","  280","  280","25.9","34.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-08","13.20",,"0.00","0.0","0.0",,"74","56","  270","  310","23.0","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-09","11.18",,"0.00","0.0","0.0",,"79","57","  190","  170","21.9","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-10","8.05",,"0.00","0.0","0.0",,"81","63","  350","  360","15.0","19.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-11","5.82",,"0.00","0.0","0.0",,"78","60","  150","  160","12.1","18.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-12","4.92",,"0.00","0.0","0.0",,"78","59","  150","  140","13.0","17.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-13","4.70",,"0.00","0.0","0.0",,"79","60","  190","  190","13.0","16.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-14","4.92",,"0.00","0.0","0.0",,"85","63","  200","  200","13.0","15.0","    1",,,,,"    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-15","9.17",,"0.00","0.0","0.0",,"81","60","  100","  120","18.1","25.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-16","7.38",,"0.00","0.0","0.0",,"78","58","  140","   50","14.1","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-17","7.38",,"0.00","0.0","0.0",,"81","65","  140","  130","15.0","19.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-18","9.17",,"0.00","0.0","0.0",,"80","67","   20","   50","15.0","21.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-19","10.96",,"0.00","0.0","0.0",,"87","69","   30","   20","19.9","27.1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-20","13.20",,"0.00","0.0","0.0",,"84","67","  350","   20","21.0","32.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-21","12.53",,"0.00","0.0","0.0",,"81","64","  360","  360","23.0","30.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-22","10.07",,"0.00","0.0","0.0",,"77","62","   60","   20","17.0","23.0",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-23","8.50",,"0.02","0.0","0.0",,"71","60","   40","   50","16.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-24","8.95",,"0.00","0.0","0.0",,"71","60","  100","  100","16.1","23.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-25","10.74",,"0.01","0.0","0.0",,"69","62","  100","   90","19.9","25.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-26","9.40"," 1805","0.05","0.0","0.0",,"73","66","  190","  190","16.1","21.9",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-27","6.49"," 0208","0.03","0.0","0.0",,"73","66","   40","   40","16.1","19.9","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-28","14.09"," 1324","0.18","0.0","0.0",,"68","62","   70","   80","25.9","38.0","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2024-09-29","7.61"," 0504","0.51","0.0","0.0",,"64","61","   60","   50","14.1","18.1","    1",,,,,
